4200	44
3500	45.3
3700	46
2900	45
4200	44
3200	45
2760	41
2700	40.4
2800	44
3000	44
2890	41.5
2650	45.1
2750	43.3
3300	45
2800	45
3000	43
3300	45
3000	40
3000	43
2800	44
2900	43.4
3250	45
3050	39.8
2950	45
2900	49
3400	48.5
3000	43.8
2800	47
3300	44.6
3600	42.5
3100	46
3100	45
3400	45
